name,time,symbol,last,ask_price,ask_size,bid_price,bid_size,volume,total_volume,timezone
ticks,1498827600000000000,i1709,4705,4710,166,4705,220,2054,2054,GMT+8
ticks,1498827600391000000,i1709,4715,4715,604,4710,278,1306,3360,GMT+8
ticks,1498827600895000000,i1709,4710,4715,548,4710,207,990,4350,GMT+8
ticks,1498827601395000000,i1709,4710,4715,539,4710,166,344,4694,GMT+8
ticks,1498827601895000000,i1709,4710,4715,550,4710,105,140,4834,GMT+8
ticks,1498827602387000000,i1709,4710,4710,496,4705,868,480,5314,GMT+8
ticks,1498827602889000000,i1709,4710,4710,402,4705,886,286,5600,GMT+8
ticks,1498827603392000000,i1709,4710,4710,320,4705,902,256,5856,GMT+8
ticks,1498827603891000000,i1709,4710,4710,48,4705,583,1624,7480,GMT+8
ticks,1498827604352000000,i1709,4710,4715,503,4710,157,114,7594,GMT+8
ticks,1498827604895000000,i1709,4715,4715,494,4710,224,244,7838,GMT+8
ticks,1498827605395000000,i1709,4710,4715,504,4710,267,110,7948,GMT+8
ticks,1498827605890000000,i1709,4715,4715,510,4710,351,12,7960,GMT+8
ticks,1498827606390000000,i1709,4715,4715,501,4710,364,40,8000,GMT+8
ticks,1498827606882000000,i1709,4710,4715,497,4710,289,244,8244,GMT+8
ticks,1498827607392000000,i1709,4715,4715,435,4710,281,158,8402,GMT+8
ticks,1498827607895000000,i1709,4710,4715,497,4710,370,12,8414,GMT+8
ticks,1498827608367000000,i1709,4715,4715,496,4710,462,28,8442,GMT+8
ticks,1498827608885000000,i1709,4710,4715,499,4705,1632,1112,9554,GMT+8
ticks,1498827609385000000,i1709,4710,4715,325,4710,170,372,9926,GMT+8
ticks,1498827609890000000,i1709,4710,4715,339,4710,348,112,10038,GMT+8
ticks,1498827610392000000,i1709,4715,4715,367,4710,554,10,10048,GMT+8
ticks,1498827610880000000,i1709,4715,4715,430,4710,696,16,10064,GMT+8
ticks,1498827611390000000,i1709,4715,4715,406,4710,770,80,10144,GMT+8
ticks,1498827611895000000,i1709,4715,4715,267,4710,781,164,10308,GMT+8
ticks,1498827612389000000,i1709,4715,4715,265,4710,797,52,10360,GMT+8
ticks,1498827612886000000,i1709,4715,4715,225,4710,815,166,10526,GMT+8
ticks,1498827613377000000,i1709,4715,4715,201,4710,820,52,10578,GMT+8
ticks,1498827613892000000,i1709,4715,4715,172,4710,826,102,10680,GMT+8
ticks,1498827614383000000,i1709,4715,4720,810,4715,222,450,11130,GMT+8
ticks,1498827614884000000,i1709,4720,4720,553,4715,233,544,11674,GMT+8
ticks,1498827615392000000,i1709,4715,4720,421,4715,298,54,11728,GMT+8
ticks,1498827615889000000,i1709,4715,4720,397,4715,203,680,12408,GMT+8
ticks,1498827616387000000,i1709,4720,4720,367,4715,270,172,12580,GMT+8
ticks,1498827616875000000,i1709,4720,4720,153,4715,382,220,12800,GMT+8
ticks,1498827617387000000,i1709,4720,4720,105,4715,388,132,12932,GMT+8
ticks,1498827617885000000,i1709,4715,4725,460,4715,116,1530,14462,GMT+8
ticks,1498827618354000000,i1709,4725,4725,563,4720,73,142,14604,GMT+8
ticks,1498827618893000000,i1709,4720,4720,160,4715,267,238,14842,GMT+8
ticks,1498827619384000000,i1709,4720,4720,316,4715,213,94,14936,GMT+8
ticks,1498827619894000000,i1709,4720,4720,555,4715,192,26,14962,GMT+8
ticks,1498827620361000000,i1709,4720,4720,556,4715,266,34,14996,GMT+8
ticks,1498827620890000000,i1709,4720,4720,430,4715,307,504,15500,GMT+8
ticks,1498827621391000000,i1709,4720,4730,696,4720,130,3372,18872,GMT+8
ticks,1498827621865000000,i1709,4725,4725,68,4720,183,46,18918,GMT+8
ticks,1498827622354000000,i1709,4720,4725,158,4720,33,340,19258,GMT+8
ticks,1498827622855000000,i1709,4720,4725,128,4720,29,400,19658,GMT+8
ticks,1498827623386000000,i1709,4720,4725,257,4720,287,30,19688,GMT+8
ticks,1498827623889000000,i1709,4720,4720,716,4715,498,740,20428,GMT+8
ticks,1498827624379000000,i1709,4720,4720,837,4715,530,42,20470,GMT+8
ticks,1498827624874000000,i1709,4720,4720,780,4715,530,256,20726,GMT+8
ticks,1498827625393000000,i1709,4715,4720,791,4715,523,56,20782,GMT+8
ticks,1498827625869000000,i1709,4720,4720,708,4715,518,54,20836,GMT+8
ticks,1498827626378000000,i1709,4715,4720,700,4715,634,18,20854,GMT+8
ticks,1498827626860000000,i1709,4720,4725,1048,4720,40,1268,22122,GMT+8
ticks,1498827627389000000,i1709,4720,4725,1119,4720,115,14,22136,GMT+8
ticks,1498827627853000000,i1709,4720,4725,1023,4720,264,2,22138,GMT+8
ticks,1498827628372000000,i1709,4725,4725,1022,4720,420,56,22194,GMT+8
ticks,1498827628824000000,i1709,4725,4725,1014,4720,423,30,22224,GMT+8
ticks,1498827629395000000,i1709,4720,4725,1048,4720,497,18,22242,GMT+8
ticks,1498827629839000000,i1709,4725,4725,1051,4720,599,18,22260,GMT+8
ticks,1498827630391000000,i1709,4725,4725,1049,4720,598,18,22278,GMT+8
ticks,1498827630885000000,i1709,4725,4725,1032,4720,762,36,22314,GMT+8
ticks,1498827631382000000,i1709,4720,4725,1030,4720,760,14,22328,GMT+8
ticks,1498827631875000000,i1709,4725,4725,973,4720,760,20,22348,GMT+8
ticks,1498827632382000000,i1709,4720,4725,984,4720,762,22,22370,GMT+8
ticks,1498827632838000000,i1709,4720,4725,979,4720,773,18,22388,GMT+8
ticks,1498827633395000000,i1709,4725,4725,986,4720,766,14,22402,GMT+8
ticks,1498827633866000000,i1709,4725,4725,980,4720,737,80,22482,GMT+8
ticks,1498827634378000000,i1709,4725,4725,977,4720,738,8,22490,GMT+8
ticks,1498827634874000000,i1709,4725,4725,978,4720,733,8,22498,GMT+8
ticks,1498827635359000000,i1709,4725,4725,974,4720,738,14,22512,GMT+8
ticks,1498827635874000000,i1709,4720,4725,974,4720,741,18,22530,GMT+8
ticks,1498827636377000000,i1709,4725,4725,742,4720,716,270,22800,GMT+8
ticks,1498827636888000000,i1709,4725,4725,733,4720,729,114,22914,GMT+8
ticks,1498827637372000000,i1709,4725,4725,766,4720,730,2,22916,GMT+8
ticks,1498827637852000000,i1709,4725,4725,802,4720,700,4,22920,GMT+8
ticks,1498827638388000000,i1709,4725,4725,810,4720,658,4,22924,GMT+8
ticks,1498827638886000000,i1709,4725,4725,792,4720,1156,52,22976,GMT+8
ticks,1498827639363000000,i1709,4720,4720,331,4715,839,2338,25314,GMT+8
ticks,1498827639864000000,i1709,4720,4720,385,4715,829,68,25382,GMT+8
ticks,1498827640395000000,i1709,4720,4720,436,4715,834,48,25430,GMT+8
ticks,1498827640868000000,i1709,4720,4720,535,4715,915,4,25434,GMT+8
ticks,1498827641351000000,i1709,4720,4720,534,4715,881,2,25436,GMT+8
ticks,1498827641871000000,i1709,4720,4720,541,4715,979,4,25440,GMT+8
ticks,1498827642383000000,i1709,4720,4720,809,4715,996,10,25450,GMT+8
ticks,1498827642888000000,i1709,4715,4720,809,4715,994,4,25454,GMT+8
ticks,1498827643364000000,i1709,4720,4720,814,4715,1079,64,25518,GMT+8
ticks,1498827643871000000,i1709,4720,4720,817,4715,981,24,25542,GMT+8
ticks,1498827644295000000,i1709,4715,4720,805,4715,976,34,25576,GMT+8
ticks,1498827644870000000,i1709,4715,4720,804,4715,959,54,25630,GMT+8
ticks,1498827645388000000,i1709,4715,4720,805,4715,954,20,25650,GMT+8
ticks,1498827645856000000,i1709,4715,4720,815,4715,947,16,25666,GMT+8
ticks,1498827646392000000,i1709,4715,4720,806,4715,949,20,25686,GMT+8
ticks,1498827646890000000,i1709,4715,4720,804,4715,877,22,25708,GMT+8
ticks,1498827647377000000,i1709,4720,4720,794,4715,1168,30,25738,GMT+8
ticks,1498827647893000000,i1709,4720,4720,797,4715,1252,4,25742,GMT+8
ticks,1498827648370000000,i1709,4715,4720,792,4715,1266,18,25760,GMT+8
ticks,1498827648867000000,i1709,4720,4720,682,4715,1204,24,25784,GMT+8
ticks,1498827649344000000,i1709,4720,4720,606,4715,1203,82,25866,GMT+8
ticks,1498827649887000000,i1709,4715,4720,626,4715,1215,38,25904,GMT+8
ticks,1498827650342000000,i1709,4715,4720,653,4715,1224,2,25906,GMT+8
ticks,1498827650887000000,i1709,4720,4720,651,4715,1221,6,25912,GMT+8
ticks,1498827651388000000,i1709,4715,4720,649,4715,1214,26,25938,GMT+8
ticks,1498827651869000000,i1709,4715,4720,611,4715,1207,94,26032,GMT+8
ticks,1498827652355000000,i1709,4715,4720,599,4715,1194,70,26102,GMT+8
ticks,1498827652810000000,i1709,4720,4720,597,4715,1192,8,26110,GMT+8
ticks,1498827653361000000,i1709,4720,4720,762,4715,1198,4,26114,GMT+8
ticks,1498827653850000000,i1709,4720,4720,779,4715,1165,14,26128,GMT+8
ticks,1498827654375000000,i1709,4715,4720,898,4715,996,336,26464,GMT+8
ticks,1498827654879000000,i1709,4720,4720,888,4715,953,98,26562,GMT+8
ticks,1498827655394000000,i1709,4720,4720,865,4715,952,48,26610,GMT+8
ticks,1498827655861000000,i1709,4720,4720,865,4715,952,2,26612,GMT+8
ticks,1498827656341000000,i1709,4720,4720,523,4715,972,10,26622,GMT+8
ticks,1498827656859000000,i1709,4720,4720,317,4715,960,442,27064,GMT+8
ticks,1498827657382000000,i1709,4720,4720,206,4715,968,378,27442,GMT+8
ticks,1498827657873000000,i1709,4720,4725,705,4720,303,446,27888,GMT+8
ticks,1498827658391000000,i1709,4720,4725,700,4720,316,18,27906,GMT+8
ticks,1498827658894000000,i1709,4720,4725,700,4720,388,24,27930,GMT+8
ticks,1498827659394000000,i1709,4720,4725,706,4720,138,490,28420,GMT+8
ticks,1498827659816000000,i1709,4720,4725,707,4720,139,2,28422,GMT+8
ticks,1498827660352000000,i1709,4725,4725,706,4720,139,2,28424,GMT+8
ticks,1498827660884000000,i1709,4720,4720,428,4715,991,396,28820,GMT+8
ticks,1498827661356000000,i1709,4720,4720,468,4715,791,414,29234,GMT+8
ticks,1498827661845000000,i1709,4720,4720,482,4715,799,8,29242,GMT+8
ticks,1498827662383000000,i1709,4720,4720,516,4715,803,8,29250,GMT+8
ticks,1498827662887000000,i1709,4715,4720,502,4715,776,68,29318,GMT+8
ticks,1498827663391000000,i1709,4720,4720,500,4715,777,10,29328,GMT+8
ticks,1498827663892000000,i1709,4720,4720,516,4715,779,6,29334,GMT+8
ticks,1498827664378000000,i1709,4720,4720,516,4715,779,6,29340,GMT+8
ticks,1498827664852000000,i1709,4715,4720,507,4715,777,32,29372,GMT+8
ticks,1498827665389000000,i1709,4720,4720,504,4715,793,6,29378,GMT+8
ticks,1498827665888000000,i1709,4720,4720,504,4715,795,0,29378,GMT+8
ticks,1498827666364000000,i1709,4715,4720,435,4715,793,188,29566,GMT+8
ticks,1498827666797000000,i1709,4720,4720,535,4715,598,402,29968,GMT+8
ticks,1498827667378000000,i1709,4715,4720,590,4715,577,38,30006,GMT+8
ticks,1498827667890000000,i1709,4715,4720,711,4715,584,0,30006,GMT+8
ticks,1498827668357000000,i1709,4720,4720,627,4715,583,174,30180,GMT+8
ticks,1498827668864000000,i1709,4720,4720,499,4715,579,274,30454,GMT+8
ticks,1498827669339000000,i1709,4715,4720,499,4715,565,44,30498,GMT+8
ticks,1498827669841000000,i1709,4720,4720,498,4715,572,4,30502,GMT+8
ticks,1498827670212000000,i1709,4720,4720,497,4715,573,2,30504,GMT+8
ticks,1498827670891000000,i1709,4715,4720,499,4715,572,4,30508,GMT+8
ticks,1498827671343000000,i1709,4715,4720,501,4715,574,4,30512,GMT+8
ticks,1498827671876000000,i1709,4720,4720,501,4715,573,10,30522,GMT+8
ticks,1498827672392000000,i1709,4715,4720,501,4715,570,6,30528,GMT+8
ticks,1498827672891000000,i1709,4720,4720,605,4715,610,66,30594,GMT+8
ticks,1498827673320000000,i1709,4715,4720,609,4715,608,8,30602,GMT+8
ticks,1498827673879000000,i1709,4720,4720,677,4715,613,2,30604,GMT+8
ticks,1498827674389000000,i1709,4720,4720,677,4715,622,22,30626,GMT+8
ticks,1498827674832000000,i1709,4715,4715,268,4710,1729,1248,31874,GMT+8
ticks,1498827675387000000,i1709,4715,4715,523,4710,1709,64,31938,GMT+8
ticks,1498827675875000000,i1709,4715,4715,586,4710,1707,14,31952,GMT+8
ticks,1498827676380000000,i1709,4715,4715,272,4710,1728,430,32382,GMT+8
ticks,1498827676793000000,i1709,4715,4720,712,4715,86,588,32970,GMT+8
ticks,1498827677378000000,i1709,4720,4720,692,4715,93,42,33012,GMT+8
ticks,1498827677872000000,i1709,4715,4720,694,4715,80,32,33044,GMT+8
ticks,1498827678321000000,i1709,4720,4720,588,4715,69,266,33310,GMT+8
ticks,1498827678882000000,i1709,4715,4720,604,4715,172,30,33340,GMT+8
ticks,1498827679387000000,i1709,4720,4720,611,4715,273,176,33516,GMT+8
ticks,1498827679888000000,i1709,4715,4720,609,4715,261,116,33632,GMT+8
ticks,1498827680392000000,i1709,4720,4720,553,4715,281,124,33756,GMT+8
ticks,1498827680837000000,i1709,4715,4720,591,4715,339,2,33758,GMT+8
ticks,1498827681378000000,i1709,4720,4720,592,4715,394,6,33764,GMT+8
ticks,1498827681891000000,i1709,4720,4720,592,4715,404,2,33766,GMT+8
ticks,1498827682393000000,i1709,4715,4720,591,4715,407,4,33770,GMT+8
ticks,1498827682827000000,i1709,4715,4720,601,4715,405,16,33786,GMT+8
ticks,1498827683394000000,i1709,4720,4720,605,4715,507,2,33788,GMT+8
ticks,1498827683856000000,i1709,4720,4720,592,4715,509,16,33804,GMT+8
ticks,1498827684358000000,i1709,4715,4720,588,4715,512,14,33818,GMT+8
ticks,1498827684893000000,i1709,4715,4720,609,4715,505,8,33826,GMT+8
ticks,1498827685359000000,i1709,4715,4720,645,4715,470,2,33828,GMT+8
ticks,1498827685866000000,i1709,4715,4720,657,4715,512,0,33828,GMT+8
ticks,1498827686379000000,i1709,4720,4720,656,4715,530,4,33832,GMT+8
ticks,1498827686876000000,i1709,4720,4720,656,4715,491,84,33916,GMT+8
ticks,1498827687349000000,i1709,4720,4720,671,4715,531,0,33916,GMT+8
ticks,1498827687856000000,i1709,4715,4720,720,4715,530,6,33922,GMT+8
ticks,1498827688364000000,i1709,4720,4720,678,4715,547,128,34050,GMT+8
ticks,1498827689392000000,i1709,4720,4720,679,4715,527,102,34152,GMT+8
ticks,1498827689858000000,i1709,4720,4720,628,4715,527,122,34274,GMT+8
ticks,1498827690381000000,i1709,4720,4720,632,4715,527,46,34320,GMT+8
ticks,1498827690891000000,i1709,4720,4720,631,4715,519,4,34324,GMT+8
ticks,1498827691396000000,i1709,4715,4720,631,4715,525,12,34336,GMT+8
ticks,1498827691801000000,i1709,4715,4720,1011,4715,529,44,34380,GMT+8
ticks,1498827692299000000,i1709,4720,4720,1009,4715,530,6,34386,GMT+8
ticks,1498827692890000000,i1709,4715,4720,1008,4715,502,6,34392,GMT+8
ticks,1498827693353000000,i1709,4715,4720,994,4715,499,32,34424,GMT+8
ticks,1498827693862000000,i1709,4715,4720,995,4715,501,10,34434,GMT+8
ticks,1498827694395000000,i1709,4720,4720,996,4715,395,216,34650,GMT+8
ticks,1498827694881000000,i1709,4715,4720,995,4715,420,4,34654,GMT+8
ticks,1498827695374000000,i1709,4715,4720,988,4715,421,22,34676,GMT+8
ticks,1498827695818000000,i1709,4720,4720,982,4715,172,516,35192,GMT+8
ticks,1498827696313000000,i1709,4715,4715,90,4710,1725,350,35542,GMT+8
ticks,1498827696891000000,i1709,4715,4720,1033,4715,241,558,36100,GMT+8
ticks,1498827697328000000,i1709,4715,4720,1034,4715,224,84,36184,GMT+8
ticks,1498827697851000000,i1709,4720,4720,1188,4715,224,10,36194,GMT+8
ticks,1498827698359000000,i1709,4720,4720,1189,4715,266,6,36200,GMT+8
ticks,1498827698823000000,i1709,4715,4720,1211,4715,260,42,36242,GMT+8
ticks,1498827699339000000,i1709,4715,4720,1210,4715,79,336,36578,GMT+8
ticks,1498827699893000000,i1709,4715,4715,106,4710,1756,160,36738,GMT+8
ticks,1498827700392000000,i1709,4715,4720,1215,4715,129,226,36964,GMT+8
ticks,1498827700862000000,i1709,4715,4715,201,4710,1767,262,37226,GMT+8
ticks,1498827701296000000,i1709,4715,4715,195,4710,1767,12,37238,GMT+8
ticks,1498827701845000000,i1709,4715,4715,190,4710,1770,12,37250,GMT+8
ticks,1498827702314000000,i1709,4715,4715,216,4710,1770,38,37288,GMT+8
ticks,1498827702856000000,i1709,4715,4715,334,4710,1759,106,37394,GMT+8
ticks,1498827703375000000,i1709,4715,4715,381,4710,1698,164,37558,GMT+8
ticks,1498827703896000000,i1709,4710,4715,474,4710,1649,4,37562,GMT+8
ticks,1498827704388000000,i1709,4715,4715,489,4710,1641,12,37574,GMT+8
ticks,1498827704894000000,i1709,4710,4715,962,4710,1628,14,37588,GMT+8
ticks,1498827705359000000,i1709,4710,4715,1018,4710,1581,58,37646,GMT+8
ticks,1498827705890000000,i1709,4710,4715,1053,4710,1566,26,37672,GMT+8
ticks,1498827706394000000,i1709,4715,4715,1100,4710,1562,10,37682,GMT+8
ticks,1498827706859000000,i1709,4715,4715,1084,4710,1578,52,37734,GMT+8
ticks,1498827707342000000,i1709,4710,4715,1080,4710,1540,86,37820,GMT+8
ticks,1498827707897000000,i1709,4710,4715,1081,4710,1526,10,37830,GMT+8
ticks,1498827708393000000,i1709,4710,4715,1081,4710,1520,10,37840,GMT+8
ticks,1498827708894000000,i1709,4710,4715,1081,4710,1519,4,37844,GMT+8
ticks,1498827709393000000,i1709,4710,4715,1035,4710,1020,1090,38934,GMT+8
ticks,1498827709794000000,i1709,4715,4715,1051,4710,1020,8,38942,GMT+8
ticks,1498827710359000000,i1709,4710,4715,1105,4710,982,68,39010,GMT+8
ticks,1498827710862000000,i1709,4710,4710,1,4705,937,2000,41010,GMT+8
ticks,1498827711388000000,i1709,4710,4710,544,4705,901,72,41082,GMT+8
ticks,1498827711894000000,i1709,4710,4710,1036,4705,896,10,41092,GMT+8
ticks,1498827712303000000,i1709,4710,4710,1158,4705,915,6,41098,GMT+8
ticks,1498827712847000000,i1709,4705,4710,1220,4705,919,12,41110,GMT+8
ticks,1498827713350000000,i1709,4705,4710,1204,4705,889,92,41202,GMT+8
ticks,1498827713858000000,i1709,4710,4710,1180,4705,874,84,41286,GMT+8
ticks,1498827714373000000,i1709,4710,4710,1181,4705,873,14,41300,GMT+8
ticks,1498827714866000000,i1709,4710,4710,1189,4705,903,12,41312,GMT+8
ticks,1498827715390000000,i1709,4710,4710,1188,4705,895,62,41374,GMT+8
ticks,1498827715891000000,i1709,4705,4710,1257,4705,892,8,41382,GMT+8
ticks,1498827716308000000,i1709,4705,4710,1278,4705,738,284,41666,GMT+8
ticks,1498827716895000000,i1709,4710,4710,1280,4705,729,28,41694,GMT+8
ticks,1498827717388000000,i1709,4705,4710,1274,4705,742,2,41696,GMT+8
ticks,1498827717885000000,i1709,4705,4710,1271,4705,749,54,41750,GMT+8
ticks,1498827718332000000,i1709,4705,4710,1284,4705,740,20,41770,GMT+8
ticks,1498827718856000000,i1709,4705,4710,1157,4705,561,408,42178,GMT+8
ticks,1498827719394000000,i1709,4705,4710,1208,4705,546,54,42232,GMT+8
ticks,1498827719865000000,i1709,4705,4710,1180,4705,504,140,42372,GMT+8
ticks,1498827720371000000,i1709,4705,4710,1148,4705,510,52,42424,GMT+8
ticks,1498827720876000000,i1709,4705,4710,1088,4705,513,64,42488,GMT+8
ticks,1498827721357000000,i1709,4705,4710,988,4705,495,36,42524,GMT+8
ticks,1498827721895000000,i1709,4705,4710,1021,4705,475,50,42574,GMT+8
ticks,1498827722321000000,i1709,4710,4710,1016,4705,468,30,42604,GMT+8
ticks,1498827722869000000,i1709,4705,4710,993,4705,434,62,42666,GMT+8
ticks,1498827723374000000,i1709,4705,4710,999,4705,428,22,42688,GMT+8
ticks,1498827723841000000,i1709,4705,4710,996,4705,404,74,42762,GMT+8
ticks,1498827724391000000,i1709,4710,4710,995,4705,457,24,42786,GMT+8
ticks,1498827724887000000,i1709,4710,4710,978,4705,459,70,42856,GMT+8
ticks,1498827725369000000,i1709,4710,4710,1081,4705,464,6,42862,GMT+8
ticks,1498827725873000000,i1709,4710,4710,1080,4705,497,8,42870,GMT+8
ticks,1498827726320000000,i1709,4705,4710,1116,4705,509,8,42878,GMT+8
ticks,1498827726861000000,i1709,4705,4710,1175,4705,507,10,42888,GMT+8
ticks,1498827727385000000,i1709,4705,4710,1180,4705,506,4,42892,GMT+8
ticks,1498827727801000000,i1709,4710,4710,1174,4705,611,28,42920,GMT+8
ticks,1498827728381000000,i1709,4705,4710,1174,4705,616,4,42924,GMT+8
ticks,1498827728853000000,i1709,4710,4710,1174,4705,577,80,43004,GMT+8
ticks,1498827729344000000,i1709,4705,4710,971,4705,603,224,43228,GMT+8
ticks,1498827729897000000,i1709,4705,4710,929,4705,613,8,43236,GMT+8
ticks,1498827730349000000,i1709,4710,4710,994,4705,801,10,43246,GMT+8
ticks,1498827730842000000,i1709,4710,4710,1034,4705,887,28,43274,GMT+8
ticks,1498827731382000000,i1709,4710,4710,1035,4705,932,0,43274,GMT+8
ticks,1498827731875000000,i1709,4705,4710,1057,4705,871,128,43402,GMT+8
ticks,1498827732392000000,i1709,4705,4710,1080,4705,861,8,43410,GMT+8
ticks,1498827732889000000,i1709,4710,4710,1046,4705,895,68,43478,GMT+8
ticks,1498827733388000000,i1709,4705,4710,1045,4705,901,4,43482,GMT+8
ticks,1498827733841000000,i1709,4710,4710,1041,4705,971,6,43488,GMT+8
ticks,1498827734342000000,i1709,4710,4710,1040,4705,956,22,43510,GMT+8
ticks,1498827734870000000,i1709,4705,4710,1027,4705,972,30,43540,GMT+8
ticks,1498827735387000000,i1709,4710,4710,1027,4705,971,10,43550,GMT+8
ticks,1498827735882000000,i1709,4705,4710,1024,4705,968,16,43566,GMT+8
ticks,1498827736343000000,i1709,4705,4710,1026,4705,993,10,43576,GMT+8
ticks,1498827736842000000,i1709,4710,4710,1033,4705,2015,6,43582,GMT+8
ticks,1498827737388000000,i1709,4710,4710,1038,4705,2022,8,43590,GMT+8
ticks,1498827737838000000,i1709,4710,4710,943,4705,1985,94,43684,GMT+8
