name,time,symbol,open,close,high,low,volume,timezone,trading_day
min_ochls,1498827600000000000,i1709,4705,4720,4725,4705,28422,GMT+8,20170703
min_ochls,1498827660000000000,i1709,4725,4705,4725,4705,13950,GMT+8,20170703
min_ochls,1498827720000000000,i1709,4705,4705,4710,4700,10558,GMT+8,20170703
min_ochls,1498827780000000000,i1709,4710,4715,4715,4705,4670,GMT+8,20170703
min_ochls,1498827840000000000,i1709,4715,4725,4725,4710,4856,GMT+8,20170703
min_ochls,1498827900000000000,i1709,4725,4720,4725,4710,12466,GMT+8,20170703
min_ochls,1498827960000000000,i1709,4720,4725,4730,4715,7642,GMT+8,20170703
min_ochls,1498828020000000000,i1709,4725,4730,4735,4725,6478,GMT+8,20170703
min_ochls,1498828080000000000,i1709,4730,4730,4730,4725,2194,GMT+8,20170703
min_ochls,1498828140000000000,i1709,4725,4730,4735,4725,6858,GMT+8,20170703
min_ochls,1498828200000000000,i1709,4725,4735,4735,4725,2398,GMT+8,20170703
min_ochls,1498828260000000000,i1709,4735,4730,4735,4730,1298,GMT+8,20170703
min_ochls,1498828320000000000,i1709,4730,4730,4730,4725,3300,GMT+8,20170703
min_ochls,1498828380000000000,i1709,4730,4730,4730,4725,2966,GMT+8,20170703
min_ochls,1498828440000000000,i1709,4725,4740,4740,4725,5548,GMT+8,20170703
min_ochls,1498828500000000000,i1709,4735,4740,4745,4735,8966,GMT+8,20170703
min_ochls,1498828560000000000,i1709,4740,4735,4740,4735,2344,GMT+8,20170703
min_ochls,1498828620000000000,i1709,4735,4755,4755,4735,8926,GMT+8,20170703
min_ochls,1498828680000000000,i1709,4755,4755,4765,4750,15624,GMT+8,20170703
min_ochls,1498828740000000000,i1709,4755,4760,4765,4750,18772,GMT+8,20170703
min_ochls,1498828800000000000,i1709,4760,4755,4760,4750,5722,GMT+8,20170703
min_ochls,1498828860000000000,i1709,4750,4760,4760,4750,4036,GMT+8,20170703
min_ochls,1498828920000000000,i1709,4760,4755,4760,4750,5834,GMT+8,20170703
min_ochls,1498828980000000000,i1709,4760,4775,4775,4755,19904,GMT+8,20170703
min_ochls,1498829040000000000,i1709,4775,4780,4780,4770,11390,GMT+8,20170703
min_ochls,1498829100000000000,i1709,4780,4795,4795,4775,30656,GMT+8,20170703
min_ochls,1498829160000000000,i1709,4790,4785,4800,4785,18026,GMT+8,20170703
min_ochls,1498829220000000000,i1709,4785,4770,4790,4770,12928,GMT+8,20170703
min_ochls,1498829280000000000,i1709,4770,4770,4775,4765,13180,GMT+8,20170703
min_ochls,1498829340000000000,i1709,4770,4770,4775,4765,6142,GMT+8,20170703
min_ochls,1498829400000000000,i1709,4770,4775,4775,4770,3804,GMT+8,20170703
min_ochls,1498829460000000000,i1709,4770,4775,4775,4770,2348,GMT+8,20170703
min_ochls,1498829520000000000,i1709,4775,4765,4780,4765,6722,GMT+8,20170703
min_ochls,1498829580000000000,i1709,4765,4770,4775,4765,4924,GMT+8,20170703
min_ochls,1498829640000000000,i1709,4770,4775,4780,4770,4338,GMT+8,20170703
min_ochls,1498829700000000000,i1709,4775,4770,4775,4765,4252,GMT+8,20170703
min_ochls,1498829760000000000,i1709,4770,4770,4780,4770,3638,GMT+8,20170703
min_ochls,1498829820000000000,i1709,4770,4775,4780,4770,3302,GMT+8,20170703
min_ochls,1498829880000000000,i1709,4770,4780,4780,4770,3604,GMT+8,20170703
min_ochls,1498829940000000000,i1709,4775,4765,4775,4765,4382,GMT+8,20170703
min_ochls,1498830000000000000,i1709,4765,4770,4775,4765,3484,GMT+8,20170703
min_ochls,1498830060000000000,i1709,4770,4770,4775,4765,2254,GMT+8,20170703
min_ochls,1498830120000000000,i1709,4765,4765,4770,4760,4596,GMT+8,20170703
min_ochls,1498830180000000000,i1709,4765,4770,4775,4765,3486,GMT+8,20170703
min_ochls,1498830240000000000,i1709,4770,4775,4775,4770,3034,GMT+8,20170703
min_ochls,1498830300000000000,i1709,4775,4775,4780,4770,3688,GMT+8,20170703
min_ochls,1498830360000000000,i1709,4775,4765,4780,4765,4264,GMT+8,20170703
min_ochls,1498830420000000000,i1709,4765,4760,4770,4755,6230,GMT+8,20170703
min_ochls,1498830480000000000,i1709,4760,4755,4765,4755,6148,GMT+8,20170703
min_ochls,1498830540000000000,i1709,4755,4770,4770,4755,5402,GMT+8,20170703
min_ochls,1498830600000000000,i1709,4770,4765,4770,4760,2190,GMT+8,20170703
min_ochls,1498830660000000000,i1709,4765,4760,4765,4755,4778,GMT+8,20170703
min_ochls,1498830720000000000,i1709,4765,4765,4765,4760,1516,GMT+8,20170703
min_ochls,1498830780000000000,i1709,4760,4760,4765,4760,782,GMT+8,20170703
min_ochls,1498830840000000000,i1709,4760,4755,4765,4755,1648,GMT+8,20170703
min_ochls,1498830900000000000,i1709,4755,4755,4760,4755,1002,GMT+8,20170703
min_ochls,1498830960000000000,i1709,4755,4765,4765,4755,2602,GMT+8,20170703
min_ochls,1498831020000000000,i1709,4765,4760,4765,4760,568,GMT+8,20170703
min_ochls,1498831080000000000,i1709,4760,4760,4770,4760,3408,GMT+8,20170703
min_ochls,1498831140000000000,i1709,4765,4765,4770,4760,2982,GMT+8,20170703
min_ochls,1498831200000000000,i1709,4765,4765,4770,4760,4586,GMT+8,20170703
min_ochls,1498831260000000000,i1709,4765,4760,4765,4760,622,GMT+8,20170703
