name,time,symbol,open,close,high,low,volume,timezone,trading_day
min_ochls,1499691600000000000,i1709,4790,4800,4805,4790,12024,GMT+8,20170711
min_ochls,1499691660000000000,i1709,4800,4820,4825,4800,20912,GMT+8,20170711
min_ochls,1499691720000000000,i1709,4820,4795,4820,4795,13818,GMT+8,20170711
min_ochls,1499691780000000000,i1709,4800,4790,4800,4790,10496,GMT+8,20170711
min_ochls,1499691840000000000,i1709,4790,4800,4800,4790,2640,GMT+8,20170711
min_ochls,1499691900000000000,i1709,4795,4790,4800,4780,14820,GMT+8,20170711
min_ochls,1499691960000000000,i1709,4790,4800,4805,4790,8498,GMT+8,20170711
min_ochls,1499692020000000000,i1709,4800,4790,4800,4790,3966,GMT+8,20170711
min_ochls,1499692080000000000,i1709,4795,4795,4800,4790,3118,GMT+8,20170711
min_ochls,1499692140000000000,i1709,4800,4805,4810,4795,4158,GMT+8,20170711
min_ochls,1499692200000000000,i1709,4810,4795,4810,4795,7594,GMT+8,20170711
min_ochls,1499692260000000000,i1709,4795,4805,4805,4795,8954,GMT+8,20170711
min_ochls,1499692320000000000,i1709,4800,4790,4805,4790,7398,GMT+8,20170711
min_ochls,1499692380000000000,i1709,4795,4780,4800,4780,12608,GMT+8,20170711
min_ochls,1499692440000000000,i1709,4785,4775,4785,4775,14344,GMT+8,20170711
min_ochls,1499692500000000000,i1709,4775,4780,4780,4775,13664,GMT+8,20170711
min_ochls,1499692560000000000,i1709,4775,4785,4790,4775,7102,GMT+8,20170711
min_ochls,1499692620000000000,i1709,4785,4785,4790,4780,3966,GMT+8,20170711
min_ochls,1499692680000000000,i1709,4785,4790,4790,4780,3646,GMT+8,20170711
min_ochls,1499692740000000000,i1709,4790,4795,4795,4785,5234,GMT+8,20170711
min_ochls,1499692800000000000,i1709,4795,4785,4795,4785,3146,GMT+8,20170711
min_ochls,1499692860000000000,i1709,4785,4785,4790,4785,1188,GMT+8,20170711
min_ochls,1499692920000000000,i1709,4790,4785,4790,4785,1890,GMT+8,20170711
min_ochls,1499692980000000000,i1709,4785,4790,4790,4785,576,GMT+8,20170711
min_ochls,1499693040000000000,i1709,4790,4790,4795,4785,1734,GMT+8,20170711
min_ochls,1499693100000000000,i1709,4795,4795,4795,4790,558,GMT+8,20170711
min_ochls,1499693160000000000,i1709,4795,4790,4795,4785,3124,GMT+8,20170711
min_ochls,1499693220000000000,i1709,4790,4790,4790,4785,1716,GMT+8,20170711
min_ochls,1499693280000000000,i1709,4790,4785,4790,4785,1396,GMT+8,20170711
min_ochls,1499693340000000000,i1709,4790,4790,4790,4785,1230,GMT+8,20170711
min_ochls,1499693400000000000,i1709,4790,4780,4790,4780,2334,GMT+8,20170711
min_ochls,1499693460000000000,i1709,4785,4790,4790,4780,3262,GMT+8,20170711
min_ochls,1499693520000000000,i1709,4790,4785,4790,4785,942,GMT+8,20170711
min_ochls,1499693580000000000,i1709,4785,4790,4790,4785,860,GMT+8,20170711
min_ochls,1499693640000000000,i1709,4790,4780,4790,4780,2422,GMT+8,20170711
min_ochls,1499693700000000000,i1709,4775,4775,4780,4775,6422,GMT+8,20170711
min_ochls,1499693760000000000,i1709,4775,4785,4790,4775,5606,GMT+8,20170711
min_ochls,1499693820000000000,i1709,4785,4785,4795,4785,6466,GMT+8,20170711
min_ochls,1499693880000000000,i1709,4785,4785,4790,4780,2184,GMT+8,20170711
min_ochls,1499693940000000000,i1709,4785,4785,4790,4785,1140,GMT+8,20170711
min_ochls,1499694000000000000,i1709,4790,4785,4790,4785,1334,GMT+8,20170711
min_ochls,1499694060000000000,i1709,4790,4790,4790,4785,1432,GMT+8,20170711
min_ochls,1499694120000000000,i1709,4785,4795,4800,4785,5314,GMT+8,20170711
min_ochls,1499694180000000000,i1709,4795,4810,4810,4795,16406,GMT+8,20170711
min_ochls,1499694240000000000,i1709,4805,4800,4810,4800,9924,GMT+8,20170711
min_ochls,1499694300000000000,i1709,4805,4805,4810,4800,6612,GMT+8,20170711
min_ochls,1499694360000000000,i1709,4805,4805,4805,4800,1246,GMT+8,20170711
min_ochls,1499694420000000000,i1709,4800,4810,4810,4800,2620,GMT+8,20170711
min_ochls,1499694480000000000,i1709,4810,4800,4810,4800,2622,GMT+8,20170711
min_ochls,1499694540000000000,i1709,4800,4805,4805,4800,622,GMT+8,20170711
min_ochls,1499694600000000000,i1709,4800,4795,4805,4790,6826,GMT+8,20170711
min_ochls,1499694660000000000,i1709,4795,4790,4800,4790,4866,GMT+8,20170711
min_ochls,1499694720000000000,i1709,4790,4795,4800,4790,4740,GMT+8,20170711
