name,time,symbol,open,close,high,low,volume,timezone,trading_day
min_ochls,1499778000000000000,i1709,4890,4890,4895,4885,22236,GMT+8,20170712
min_ochls,1499778060000000000,i1709,4895,4885,4895,4880,16608,GMT+8,20170712
min_ochls,1499778120000000000,i1709,4890,4895,4895,4880,13924,GMT+8,20170712
min_ochls,1499778180000000000,i1709,4890,4895,4905,4890,17524,GMT+8,20170712
min_ochls,1499778240000000000,i1709,4900,4890,4900,4885,11010,GMT+8,20170712
min_ochls,1499778300000000000,i1709,4895,4895,4895,4885,5028,GMT+8,20170712
min_ochls,1499778360000000000,i1709,4895,4905,4905,4895,6560,GMT+8,20170712
min_ochls,1499778420000000000,i1709,4900,4900,4905,4895,7424,GMT+8,20170712
min_ochls,1499778480000000000,i1709,4905,4900,4905,4895,5840,GMT+8,20170712
min_ochls,1499778540000000000,i1709,4905,4900,4905,4900,4472,GMT+8,20170712
min_ochls,1499778600000000000,i1709,4895,4900,4905,4895,5984,GMT+8,20170712
min_ochls,1499778660000000000,i1709,4900,4910,4910,4900,7490,GMT+8,20170712
min_ochls,1499778720000000000,i1709,4905,4915,4915,4905,7392,GMT+8,20170712
min_ochls,1499778780000000000,i1709,4915,4905,4915,4900,5742,GMT+8,20170712
min_ochls,1499778840000000000,i1709,4900,4905,4910,4900,6390,GMT+8,20170712
min_ochls,1499778900000000000,i1709,4900,4900,4905,4895,8994,GMT+8,20170712
min_ochls,1499778960000000000,i1709,4900,4905,4905,4895,4622,GMT+8,20170712
min_ochls,1499779020000000000,i1709,4900,4900,4905,4900,2702,GMT+8,20170712
min_ochls,1499779080000000000,i1709,4900,4905,4905,4895,6018,GMT+8,20170712
min_ochls,1499779140000000000,i1709,4905,4905,4905,4900,2108,GMT+8,20170712
min_ochls,1499779200000000000,i1709,4905,4900,4905,4900,966,GMT+8,20170712
min_ochls,1499779260000000000,i1709,4900,4900,4905,4900,1866,GMT+8,20170712
min_ochls,1499779320000000000,i1709,4900,4910,4910,4900,3114,GMT+8,20170712
min_ochls,1499779380000000000,i1709,4910,4910,4910,4905,746,GMT+8,20170712
min_ochls,1499779440000000000,i1709,4910,4905,4910,4905,4266,GMT+8,20170712
min_ochls,1499779500000000000,i1709,4905,4910,4910,4905,1174,GMT+8,20170712
min_ochls,1499779560000000000,i1709,4905,4905,4910,4905,1126,GMT+8,20170712
min_ochls,1499779620000000000,i1709,4910,4905,4910,4905,662,GMT+8,20170712
min_ochls,1499779680000000000,i1709,4905,4910,4910,4905,848,GMT+8,20170712
min_ochls,1499779740000000000,i1709,4910,4920,4920,4910,11654,GMT+8,20170712
min_ochls,1499779800000000000,i1709,4915,4925,4925,4915,16328,GMT+8,20170712
min_ochls,1499779860000000000,i1709,4925,4915,4925,4915,3440,GMT+8,20170712
min_ochls,1499779920000000000,i1709,4920,4915,4920,4905,7112,GMT+8,20170712
min_ochls,1499779980000000000,i1709,4910,4915,4920,4910,2530,GMT+8,20170712
min_ochls,1499780040000000000,i1709,4915,4920,4920,4915,1218,GMT+8,20170712
min_ochls,1499780100000000000,i1709,4915,4925,4930,4915,11338,GMT+8,20170712
min_ochls,1499780160000000000,i1709,4925,4920,4925,4920,792,GMT+8,20170712
min_ochls,1499780220000000000,i1709,4920,4925,4925,4920,1882,GMT+8,20170712
min_ochls,1499780280000000000,i1709,4925,4935,4935,4920,7594,GMT+8,20170712
min_ochls,1499780340000000000,i1709,4935,4945,4945,4930,25134,GMT+8,20170712
min_ochls,1499780400000000000,i1709,4945,4940,4945,4935,12304,GMT+8,20170712
min_ochls,1499780460000000000,i1709,4940,4935,4940,4935,5712,GMT+8,20170712
min_ochls,1499780520000000000,i1709,4940,4925,4940,4925,11492,GMT+8,20170712
min_ochls,1499780580000000000,i1709,4925,4910,4925,4905,21946,GMT+8,20170712
min_ochls,1499780640000000000,i1709,4915,4910,4915,4905,11058,GMT+8,20170712
min_ochls,1499780700000000000,i1709,4910,4910,4915,4905,9114,GMT+8,20170712
min_ochls,1499780760000000000,i1709,4910,4915,4920,4910,3228,GMT+8,20170712
min_ochls,1499780820000000000,i1709,4915,4910,4920,4905,9066,GMT+8,20170712
min_ochls,1499780880000000000,i1709,4910,4905,4915,4905,9906,GMT+8,20170712
min_ochls,1499780940000000000,i1709,4905,4910,4910,4900,8710,GMT+8,20170712
min_ochls,1499781000000000000,i1709,4905,4900,4910,4900,2548,GMT+8,20170712
min_ochls,1499781060000000000,i1709,4900,4900,4905,4895,10584,GMT+8,20170712
min_ochls,1499781120000000000,i1709,4900,4905,4910,4895,12356,GMT+8,20170712
min_ochls,1499781180000000000,i1709,4905,4910,4910,4905,1206,GMT+8,20170712
min_ochls,1499781240000000000,i1709,4910,4910,4910,4905,1060,GMT+8,20170712
min_ochls,1499781300000000000,i1709,4910,4910,4910,4905,3260,GMT+8,20170712
min_ochls,1499781360000000000,i1709,4910,4920,4920,4905,7724,GMT+8,20170712
min_ochls,1499781420000000000,i1709,4915,4910,4920,4910,4356,GMT+8,20170712
min_ochls,1499781480000000000,i1709,4910,4905,4915,4905,8020,GMT+8,20170712
min_ochls,1499781540000000000,i1709,4905,4910,4915,4905,1578,GMT+8,20170712
min_ochls,1499781600000000000,i1709,4910,4915,4915,4910,388,GMT+8,20170712
min_ochls,1499781660000000000,i1709,4910,4910,4915,4910,446,GMT+8,20170712
min_ochls,1499781720000000000,i1709,4910,4905,4915,4905,2554,GMT+8,20170712
min_ochls,1499781780000000000,i1709,4905,4905,4910,4905,530,GMT+8,20170712
min_ochls,1499781840000000000,i1709,4905,4910,4910,4905,738,GMT+8,20170712
min_ochls,1499781900000000000,i1709,4910,4915,4915,4905,2848,GMT+8,20170712
min_ochls,1499781960000000000,i1709,4915,4910,4915,4905,5334,GMT+8,20170712
min_ochls,1499782020000000000,i1709,4910,4910,4910,4905,596,GMT+8,20170712
min_ochls,1499782080000000000,i1709,4910,4910,4910,4905,190,GMT+8,20170712
min_ochls,1499782140000000000,i1709,4905,4905,4910,4905,184,GMT+8,20170712
min_ochls,1499782200000000000,i1709,4905,4900,4910,4900,3858,GMT+8,20170712
min_ochls,1499782260000000000,i1709,4900,4905,4910,4900,3496,GMT+8,20170712
min_ochls,1499782320000000000,i1709,4905,4910,4910,4905,452,GMT+8,20170712
min_ochls,1499782380000000000,i1709,4910,4910,4910,4905,1284,GMT+8,20170712
min_ochls,1499782440000000000,i1709,4910,4910,4915,4905,4362,GMT+8,20170712
min_ochls,1499782500000000000,i1709,4915,4915,4920,4905,5778,GMT+8,20170712
min_ochls,1499782560000000000,i1709,4920,4920,4925,4915,11624,GMT+8,20170712
min_ochls,1499782620000000000,i1709,4920,4910,4920,4910,4008,GMT+8,20170712
min_ochls,1499782680000000000,i1709,4915,4915,4920,4915,4768,GMT+8,20170712
min_ochls,1499782740000000000,i1709,4915,4920,4925,4915,4484,GMT+8,20170712
min_ochls,1499782800000000000,i1709,4920,4920,4925,4915,2376,GMT+8,20170712
min_ochls,1499782860000000000,i1709,4920,4920,4925,4915,1750,GMT+8,20170712
min_ochls,1499782920000000000,i1709,4920,4930,4930,4915,7166,GMT+8,20170712
min_ochls,1499782980000000000,i1709,4930,4945,4950,4925,37286,GMT+8,20170712
min_ochls,1499783040000000000,i1709,4950,4955,4955,4940,25824,GMT+8,20170712
min_ochls,1499783100000000000,i1709,4950,4945,4955,4940,14304,GMT+8,20170712
min_ochls,1499783160000000000,i1709,4945,4935,4950,4935,5950,GMT+8,20170712
min_ochls,1499783220000000000,i1709,4935,4940,4940,4935,2758,GMT+8,20170712
min_ochls,1499783280000000000,i1709,4940,4945,4945,4935,1626,GMT+8,20170712
min_ochls,1499783340000000000,i1709,4945,4935,4945,4930,7318,GMT+8,20170712
min_ochls,1499783400000000000,i1709,4940,4945,4945,4935,3506,GMT+8,20170712
min_ochls,1499783460000000000,i1709,4945,4935,4945,4935,5458,GMT+8,20170712
min_ochls,1499783520000000000,i1709,4935,4945,4945,4935,2122,GMT+8,20170712
min_ochls,1499783580000000000,i1709,4940,4940,4945,4940,1676,GMT+8,20170712
min_ochls,1499783640000000000,i1709,4940,4940,4945,4940,3150,GMT+8,20170712
min_ochls,1499783700000000000,i1709,4945,4955,4960,4940,15782,GMT+8,20170712
min_ochls,1499783760000000000,i1709,4955,4955,4955,4950,4310,GMT+8,20170712
min_ochls,1499783820000000000,i1709,4955,4945,4955,4945,6128,GMT+8,20170712
min_ochls,1499783880000000000,i1709,4950,4960,4960,4950,6368,GMT+8,20170712
min_ochls,1499783940000000000,i1709,4960,4950,4960,4950,8690,GMT+8,20170712
min_ochls,1499784000000000000,i1709,4950,4945,4950,4945,4852,GMT+8,20170712
min_ochls,1499784060000000000,i1709,4945,4950,4950,4945,2836,GMT+8,20170712
min_ochls,1499784120000000000,i1709,4945,4945,4950,4940,3612,GMT+8,20170712
min_ochls,1499784180000000000,i1709,4945,4935,4945,4935,3650,GMT+8,20170712
min_ochls,1499784240000000000,i1709,4940,4945,4945,4935,6748,GMT+8,20170712
min_ochls,1499784300000000000,i1709,4945,4945,4945,4940,938,GMT+8,20170712
min_ochls,1499784360000000000,i1709,4940,4940,4945,4935,2102,GMT+8,20170712
min_ochls,1499784420000000000,i1709,4940,4940,4945,4935,3520,GMT+8,20170712
min_ochls,1499784480000000000,i1709,4945,4945,4955,4940,7350,GMT+8,20170712
min_ochls,1499784540000000000,i1709,4945,4945,4950,4935,9846,GMT+8,20170712
min_ochls,1499784600000000000,i1709,4945,4940,4950,4940,3748,GMT+8,20170712
min_ochls,1499784660000000000,i1709,4940,4945,4945,4940,822,GMT+8,20170712
min_ochls,1499784720000000000,i1709,4945,4950,4950,4940,2486,GMT+8,20170712
min_ochls,1499784780000000000,i1709,4950,4940,4950,4940,5998,GMT+8,20170712
min_ochls,1499784840000000000,i1709,4945,4940,4945,4935,3260,GMT+8,20170712
min_ochls,1499784900000000000,i1709,4935,4945,4945,4935,2276,GMT+8,20170712
min_ochls,1499784960000000000,i1709,4945,4950,4955,4940,5958,GMT+8,20170712
min_ochls,1499785020000000000,i1709,4950,4945,4955,4945,2980,GMT+8,20170712
min_ochls,1499785080000000000,i1709,4950,4955,4955,4945,3880,GMT+8,20170712
min_ochls,1499785140000000000,i1709,4950,4955,4955,4950,3194,GMT+8,20170712
min_ochls,1499785200000000000,i1709,4955,4960,4965,4955,24116,GMT+8,20170712
min_ochls,1499785260000000000,i1709,4955,4960,4960,4955,4686,GMT+8,20170712
min_ochls,1499785320000000000,i1709,4960,4955,4960,4950,5244,GMT+8,20170712
min_ochls,1499785380000000000,i1709,4955,4955,4960,4955,1742,GMT+8,20170712
min_ochls,1499785440000000000,i1709,4955,4965,4970,4955,13020,GMT+8,20170712
min_ochls,1499785500000000000,i1709,4965,4975,4975,4960,19120,GMT+8,20170712
min_ochls,1499785560000000000,i1709,4975,4970,4980,4970,16566,GMT+8,20170712
min_ochls,1499785620000000000,i1709,4975,4970,4980,4965,19560,GMT+8,20170712
min_ochls,1499785680000000000,i1709,4970,4970,4970,4965,1964,GMT+8,20170712
min_ochls,1499785740000000000,i1709,4970,4965,4970,4965,2308,GMT+8,20170712
min_ochls,1499785800000000000,i1709,4970,4970,4970,4965,1616,GMT+8,20170712
min_ochls,1499785860000000000,i1709,4970,4965,4970,4960,4154,GMT+8,20170712
min_ochls,1499785920000000000,i1709,4965,4975,4975,4965,6150,GMT+8,20170712
min_ochls,1499785980000000000,i1709,4970,4975,4980,4970,6318,GMT+8,20170712
min_ochls,1499786040000000000,i1709,4975,4980,4985,4970,20076,GMT+8,20170712
min_ochls,1499786100000000000,i1709,4985,4980,4990,4975,18216,GMT+8,20170712
min_ochls,1499786160000000000,i1709,4980,4975,4985,4975,3918,GMT+8,20170712
min_ochls,1499786220000000000,i1709,4975,4970,4980,4970,4092,GMT+8,20170712
min_ochls,1499786280000000000,i1709,4970,4970,4975,4970,2674,GMT+8,20170712
min_ochls,1499786340000000000,i1709,4975,4955,4975,4955,12516,GMT+8,20170712
min_ochls,1499786400000000000,i1709,4955,4950,4965,4940,25770,GMT+8,20170712
min_ochls,1499786460000000000,i1709,4950,4945,4960,4945,15524,GMT+8,20170712
min_ochls,1499786520000000000,i1709,4950,4945,4950,4930,25142,GMT+8,20170712
min_ochls,1499786580000000000,i1709,4945,4940,4945,4925,18770,GMT+8,20170712
min_ochls,1499786640000000000,i1709,4935,4935,4945,4935,5422,GMT+8,20170712
min_ochls,1499786700000000000,i1709,4940,4940,4945,4935,7212,GMT+8,20170712
min_ochls,1499786760000000000,i1709,4945,4935,4945,4930,12396,GMT+8,20170712
min_ochls,1499786820000000000,i1709,4935,4940,4940,4930,5688,GMT+8,20170712
min_ochls,1499786880000000000,i1709,4940,4935,4940,4935,4746,GMT+8,20170712
min_ochls,1499786940000000000,i1709,4935,4940,4940,4930,9436,GMT+8,20170712
min_ochls,1499821200000000000,i1709,4940,4950,4955,4940,18056,GMT+8,20170712
min_ochls,1499821260000000000,i1709,4950,4950,4955,4945,6672,GMT+8,20170712
min_ochls,1499821320000000000,i1709,4945,4940,4945,4940,5796,GMT+8,20170712
min_ochls,1499821380000000000,i1709,4940,4960,4960,4940,7088,GMT+8,20170712
min_ochls,1499821440000000000,i1709,4955,4960,4960,4950,6142,GMT+8,20170712
min_ochls,1499821500000000000,i1709,4955,4950,4965,4950,8436,GMT+8,20170712
min_ochls,1499821560000000000,i1709,4950,4950,4955,4945,4848,GMT+8,20170712
min_ochls,1499821620000000000,i1709,4950,4945,4955,4945,2618,GMT+8,20170712
min_ochls,1499821680000000000,i1709,4950,4950,4950,4945,2760,GMT+8,20170712
min_ochls,1499821740000000000,i1709,4945,4960,4960,4945,9358,GMT+8,20170712
min_ochls,1499821800000000000,i1709,4960,4960,4965,4955,5942,GMT+8,20170712
min_ochls,1499821860000000000,i1709,4965,4965,4965,4960,6748,GMT+8,20170712
min_ochls,1499821920000000000,i1709,4960,4965,4970,4960,6654,GMT+8,20170712
min_ochls,1499821980000000000,i1709,4965,4965,4970,4960,6596,GMT+8,20170712
min_ochls,1499822040000000000,i1709,4965,4960,4970,4955,6718,GMT+8,20170712
min_ochls,1499822100000000000,i1709,4960,4955,4965,4955,7930,GMT+8,20170712
min_ochls,1499822160000000000,i1709,4955,4955,4960,4950,6576,GMT+8,20170712
min_ochls,1499822220000000000,i1709,4955,4950,4960,4950,4142,GMT+8,20170712
min_ochls,1499822280000000000,i1709,4950,4950,4960,4950,8108,GMT+8,20170712
min_ochls,1499822340000000000,i1709,4950,4950,4955,4950,3932,GMT+8,20170712
min_ochls,1499822400000000000,i1709,4955,4940,4955,4940,4036,GMT+8,20170712
min_ochls,1499822460000000000,i1709,4940,4950,4950,4935,7268,GMT+8,20170712
min_ochls,1499822520000000000,i1709,4945,4930,4950,4930,8012,GMT+8,20170712
min_ochls,1499822580000000000,i1709,4930,4920,4935,4920,20230,GMT+8,20170712
min_ochls,1499822640000000000,i1709,4920,4915,4925,4910,29462,GMT+8,20170712
min_ochls,1499822700000000000,i1709,4915,4905,4915,4905,12512,GMT+8,20170712
min_ochls,1499822760000000000,i1709,4905,4915,4915,4900,19764,GMT+8,20170712
min_ochls,1499822820000000000,i1709,4915,4910,4915,4910,12284,GMT+8,20170712
min_ochls,1499822880000000000,i1709,4915,4915,4920,4910,5570,GMT+8,20170712
min_ochls,1499822940000000000,i1709,4920,4915,4920,4915,3228,GMT+8,20170712
min_ochls,1499823000000000000,i1709,4920,4910,4920,4910,6184,GMT+8,20170712
min_ochls,1499823060000000000,i1709,4910,4920,4920,4910,5540,GMT+8,20170712
min_ochls,1499823120000000000,i1709,4920,4925,4935,4915,10940,GMT+8,20170712
min_ochls,1499823180000000000,i1709,4925,4930,4930,4925,1890,GMT+8,20170712
min_ochls,1499823240000000000,i1709,4925,4920,4925,4920,4032,GMT+8,20170712
min_ochls,1499823300000000000,i1709,4920,4920,4920,4915,2038,GMT+8,20170712
min_ochls,1499823360000000000,i1709,4915,4920,4920,4915,2998,GMT+8,20170712
min_ochls,1499823420000000000,i1709,4925,4925,4925,4920,1116,GMT+8,20170712
min_ochls,1499823480000000000,i1709,4925,4915,4925,4915,3484,GMT+8,20170712
min_ochls,1499823540000000000,i1709,4915,4915,4920,4915,1126,GMT+8,20170712
min_ochls,1499823600000000000,i1709,4915,4915,4920,4910,4002,GMT+8,20170712
min_ochls,1499823660000000000,i1709,4915,4915,4920,4915,782,GMT+8,20170712
min_ochls,1499823720000000000,i1709,4920,4920,4920,4915,1124,GMT+8,20170712
min_ochls,1499823780000000000,i1709,4920,4925,4925,4915,1206,GMT+8,20170712
min_ochls,1499823840000000000,i1709,4920,4920,4920,4915,1024,GMT+8,20170712
min_ochls,1499823900000000000,i1709,4920,4915,4920,4915,352,GMT+8,20170712
min_ochls,1499823960000000000,i1709,4915,4915,4920,4915,368,GMT+8,20170712
min_ochls,1499824020000000000,i1709,4915,4920,4920,4915,340,GMT+8,20170712
min_ochls,1499824080000000000,i1709,4920,4915,4920,4915,1540,GMT+8,20170712
