name,time,symbol,last,ask_price,ask_size,bid_price,bid_size,volume,total_volume,timezone
ticks,1499950800000000000,i1709,4890,4890,1744,4885,277,6634,6634,GMT+8
ticks,1499950800452000000,i1709,4900,4900,152,4895,599,3910,10544,GMT+8
ticks,1499950800943000000,i1709,4900,4900,183,4895,618,336,10880,GMT+8
ticks,1499950801452000000,i1709,4900,4900,237,4895,551,286,11166,GMT+8
ticks,1499950801941000000,i1709,4900,4900,235,4895,538,214,11380,GMT+8
ticks,1499950802447000000,i1709,4900,4900,289,4895,500,200,11580,GMT+8
ticks,1499950802949000000,i1709,4895,4900,356,4895,509,14,11594,GMT+8
ticks,1499950803451000000,i1709,4900,4900,337,4895,466,82,11676,GMT+8
ticks,1499950803930000000,i1709,4895,4895,142,4890,767,962,12638,GMT+8
ticks,1499950804416000000,i1709,4900,4900,698,4895,51,442,13080,GMT+8
ticks,1499950804947000000,i1709,4900,4900,968,4895,1,564,13644,GMT+8
ticks,1499950805440000000,i1709,4895,4895,111,4890,857,82,13726,GMT+8
ticks,1499950805950000000,i1709,4895,4895,108,4890,930,536,14262,GMT+8
ticks,1499950806450000000,i1709,4890,4895,491,4890,943,332,14594,GMT+8
ticks,1499950806935000000,i1709,4895,4895,531,4890,997,82,14676,GMT+8
ticks,1499950807447000000,i1709,4895,4895,529,4890,998,50,14726,GMT+8
ticks,1499950807922000000,i1709,4895,4895,148,4890,1061,696,15422,GMT+8
ticks,1499950808437000000,i1709,4895,4900,823,4895,193,330,15752,GMT+8
ticks,1499950808942000000,i1709,4900,4900,782,4895,338,86,15838,GMT+8
ticks,1499950809412000000,i1709,4895,4900,627,4895,453,556,16394,GMT+8
ticks,1499950809937000000,i1709,4900,4900,606,4895,521,42,16436,GMT+8
ticks,1499950810416000000,i1709,4900,4900,636,4895,544,42,16478,GMT+8
ticks,1499950810917000000,i1709,4895,4900,637,4895,514,90,16568,GMT+8
ticks,1499950811402000000,i1709,4900,4900,610,4895,516,74,16642,GMT+8
ticks,1499950811909000000,i1709,4900,4900,583,4895,618,56,16698,GMT+8
ticks,1499950812445000000,i1709,4900,4900,558,4895,363,560,17258,GMT+8
ticks,1499950812942000000,i1709,4900,4900,550,4895,370,22,17280,GMT+8
ticks,1499950813433000000,i1709,4900,4900,548,4895,339,10,17290,GMT+8
ticks,1499950813952000000,i1709,4895,4895,11,4890,1037,776,18066,GMT+8
ticks,1499950814364000000,i1709,4895,4900,495,4895,49,184,18250,GMT+8
ticks,1499950814894000000,i1709,4900,4900,493,4895,58,4,18254,GMT+8
ticks,1499950815447000000,i1709,4895,4900,530,4895,136,32,18286,GMT+8
ticks,1499950815937000000,i1709,4900,4900,500,4895,272,66,18352,GMT+8
ticks,1499950816447000000,i1709,4900,4900,508,4895,283,22,18374,GMT+8
ticks,1499950816953000000,i1709,4900,4900,498,4895,293,58,18432,GMT+8
ticks,1499950817444000000,i1709,4895,4900,493,4895,150,336,18768,GMT+8
ticks,1499950817941000000,i1709,4900,4900,399,4895,168,236,19004,GMT+8
ticks,1499950818443000000,i1709,4900,4900,440,4895,231,28,19032,GMT+8
ticks,1499950818931000000,i1709,4900,4900,548,4895,250,18,19050,GMT+8
ticks,1499950819431000000,i1709,4900,4900,716,4895,347,34,19084,GMT+8
ticks,1499950819869000000,i1709,4900,4900,685,4895,468,150,19234,GMT+8
ticks,1499950820417000000,i1709,4900,4900,652,4895,571,76,19310,GMT+8
ticks,1499950820941000000,i1709,4895,4900,626,4895,321,586,19896,GMT+8
ticks,1499950821426000000,i1709,4900,4900,547,4895,122,282,20178,GMT+8
ticks,1499950821938000000,i1709,4900,4900,563,4895,108,58,20236,GMT+8
ticks,1499950822437000000,i1709,4895,4900,596,4895,55,118,20354,GMT+8
ticks,1499950822934000000,i1709,4900,4900,484,4895,91,506,20860,GMT+8
ticks,1499950823449000000,i1709,4900,4900,478,4895,540,306,21166,GMT+8
ticks,1499950823937000000,i1709,4895,4900,505,4895,771,30,21196,GMT+8
ticks,1499950824442000000,i1709,4900,4900,503,4895,935,20,21216,GMT+8
ticks,1499950824953000000,i1709,4900,4900,420,4895,972,8,21224,GMT+8
ticks,1499950825381000000,i1709,4900,4900,434,4895,850,36,21260,GMT+8
ticks,1499950825918000000,i1709,4900,4900,423,4895,850,106,21366,GMT+8
ticks,1499950826394000000,i1709,4900,4900,401,4895,855,48,21414,GMT+8
ticks,1499950826897000000,i1709,4900,4900,388,4895,869,8,21422,GMT+8
ticks,1499950827427000000,i1709,4900,4905,704,4900,158,934,22356,GMT+8
ticks,1499950827952000000,i1709,4905,4905,701,4900,172,6,22362,GMT+8
ticks,1499950828451000000,i1709,4905,4905,667,4900,336,80,22442,GMT+8
ticks,1499950828920000000,i1709,4905,4905,662,4900,337,26,22468,GMT+8
ticks,1499950829452000000,i1709,4900,4905,661,4900,329,26,22494,GMT+8
ticks,1499950829902000000,i1709,4905,4905,654,4900,374,16,22510,GMT+8
ticks,1499950830439000000,i1709,4900,4900,185,4895,879,760,23270,GMT+8
ticks,1499950830909000000,i1709,4895,4900,3641,4895,757,262,23532,GMT+8
ticks,1499950831407000000,i1709,4900,4900,4857,4895,563,388,23920,GMT+8
ticks,1499950831922000000,i1709,4895,4900,4758,4895,467,266,24186,GMT+8
ticks,1499950832451000000,i1709,4900,4900,4744,4895,175,742,24928,GMT+8
ticks,1499950832953000000,i1709,4895,4895,33,4890,1530,514,25442,GMT+8
ticks,1499950833452000000,i1709,4895,4900,4733,4895,44,294,25736,GMT+8
ticks,1499950833925000000,i1709,4895,4900,4738,4895,85,50,25786,GMT+8
ticks,1499950834449000000,i1709,4900,4900,4736,4895,422,42,25828,GMT+8
ticks,1499950834940000000,i1709,4900,4900,4717,4895,745,38,25866,GMT+8
ticks,1499950835439000000,i1709,4900,4900,4667,4895,837,100,25966,GMT+8
ticks,1499950835935000000,i1709,4895,4900,4667,4895,1016,14,25980,GMT+8
ticks,1499950836422000000,i1709,4895,4900,4631,4895,1022,84,26064,GMT+8
ticks,1499950836953000000,i1709,4900,4900,4589,4895,1223,90,26154,GMT+8
ticks,1499950837408000000,i1709,4900,4900,4546,4895,1224,90,26244,GMT+8
